Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2
2016-05-15,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,Murray A.,Murray A.,1,3,16550,7525,1.44,2.75
2016-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Darcis S.,Djokovic N.,1,161,16150,331,1.005,34.0
2016-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Bedene A.,Djokovic N.,1,66,16150,765,1.005,34.0
2016-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Bautista Agut R.,Djokovic N.,Djokovic N.,16,1,2015,16150,21.0,1.01
2016-06-02,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Berdych T.,Djokovic N.,1,8,16150,2850,1.06,10.0
2016-06-03,Grand Slam,Outdoor,Clay,Semifinals,5,Thiem D.,Djokovic N.,Djokovic N.,15,1,2430,16150,8.0,1.08
2016-06-05,Grand Slam,Outdoor,Clay,The Final,5,Murray A.,Djokovic N.,Djokovic N.,2,1,8435,16150,3.5,1.3
2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Ward J.,Djokovic N.,Djokovic N.,177,1,309,16950,34.0,1.005
2016-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Mannarino A.,Djokovic N.,1,55,16950,880,1.005,34.0
2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Querrey S.,Querrey S.,1,41,16950,1075,1.01,26.0
2016-07-27,Masters 1000,Outdoor,Hard,2nd Round,3,Muller G.,Djokovic N.,Djokovic N.,37,1,1230,15040,15.0,1.03
2016-07-29,Masters 1000,Outdoor,Hard,3rd Round,3,Stepanek R.,Djokovic N.,Djokovic N.,129,1,451,15040,15.0,1.03
2016-07-29,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Berdych T.,Djokovic N.,1,8,15040,3490,1.1,7.0
2016-07-31,Masters 1000,Outdoor,Hard,Semifinals,3,Monfils G.,Djokovic N.,Djokovic N.,14,1,2440,15040,7.0,1.1
2016-07-31,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Nishikori K.,Djokovic N.,1,6,15040,4290,1.11,6.5
2016-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Janowicz J.,Djokovic N.,1,247,14840,216,1.01,26.0
2016-09-05,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Edmund K.,Djokovic N.,1,84,14840,679,1.06,10.0
2016-09-09,Grand Slam,Outdoor,Hard,Semifinals,5,Monfils G.,Djokovic N.,Djokovic N.,12,1,2835,14840,5.5,1.14
2016-09-11,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Wawrinka S.,Wawrinka S.,1,3,14840,4980,1.33,3.4
2016-10-11,Masters 1000,Outdoor,Hard,2nd Round,3,Fognini F.,Djokovic N.,Djokovic N.,50,1,885,13540,13.0,1.04
2016-10-13,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Pospisil V.,Djokovic N.,1,131,13540,456,1.03,15.0
2016-10-14,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Zverev M.,Djokovic N.,1,110,13540,537,1.02,15.0
2016-10-15,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Bautista Agut R.,Bautista Agut R.,1,19,13540,1950,1.14,5.5
2016-11-02,Masters 1000,Indoor,Hard,2nd Round,3,Djokovic N.,Muller G.,Djokovic N.,1,34,12900,1255,1.08,8.0
2016-11-03,Masters 1000,Indoor,Hard,3rd Round,3,Djokovic N.,Dimitrov G.,Djokovic N.,1,18,12900,2035,1.11,6.5
2016-11-04,Masters 1000,Indoor,Hard,Quarterfinals,3,Cilic M.,Djokovic N.,Cilic M.,10,1,3100,12900,4.5,1.18
2016-11-13,Masters Cup,Indoor,Hard,Round Robin,3,Thiem D.,Djokovic N.,Djokovic N.,9,2,3215,10780,6.0,1.12
2016-11-15,Masters Cup,Indoor,Hard,Round Robin,3,Djokovic N.,Raonic M.,Djokovic N.,2,4,10780,5050,1.22,4.33
2016-11-17,Masters Cup,Indoor,Hard,Round Robin,3,Goffin D.,Djokovic N.,Djokovic N.,11,2,2780,10780,7.0,1.1
2016-11-19,Masters Cup,Indoor,Hard,Semifinals,3,Djokovic N.,Nishikori K.,Djokovic N.,2,5,10780,4705,1.22,4.33
2016-11-20,Masters Cup,Indoor,Hard,The Final,3,Djokovic N.,Murray A.,Murray A.,2,1,10780,11185,1.53,2.5
2017-01-02,ATP250,Outdoor,Hard,1st Round,3,Djokovic N.,Struff J.L.,Djokovic N.,2,63,11780,758,1.03,15.0
2017-01-04,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Zeballos H.,Djokovic N.,2,71,11780,722,1.02,19.0
2017-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Stepanek R.,Djokovic N.,Djokovic N.,107,2,558,11780,17.0,1.02
2017-01-06,ATP250,Outdoor,Hard,Semifinals,3,Djokovic N.,Verdasco F.,Djokovic N.,2,42,11780,1035,1.08,8.0
2017-01-07,ATP250,Outdoor,Hard,The Final,3,Djokovic N.,Murray A.,Djokovic N.,2,1,11780,12410,2.3,1.61
2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Djokovic N.,Djokovic N.,40,2,1105,11780,10.0,1.06
2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Istomin D.,Djokovic N.,Istomin D.,117,2,498,11780,23.0,1.01
2017-03-01,ATP500,Outdoor,Hard,1st Round,3,Klizan M.,Djokovic N.,Djokovic N.,62,2,775,9735,9.0,1.07
2017-03-02,ATP500,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Djokovic N.,Djokovic N.,32,2,1110,9735,3.75,1.25
2017-03-03,ATP500,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Kyrgios N.,Kyrgios N.,2,17,9735,2075,1.33,3.25
2017-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Edmund K.,Djokovic N.,2,46,9825,933,1.07,9.0
2017-03-15,Masters 1000,Outdoor,Hard,3rd Round,3,Del Potro J.M.,Djokovic N.,Djokovic N.,35,2,1155,9825,3.25,1.36
2017-03-15,Masters 1000,Outdoor,Hard,4th Round,3,Djokovic N.,Kyrgios N.,Kyrgios N.,2,16,9825,2255,1.4,3.0
2017-04-18,Masters 1000,Outdoor,Clay,2nd Round,3,Simon G.,Djokovic N.,Djokovic N.,32,2,1255,7905,8.0,1.08
2017-04-20,Masters 1000,Outdoor,Clay,3rd Round,3,Carreno Busta P.,Djokovic N.,Djokovic N.,19,2,2025,7905,6.0,1.12
2017-04-21,Masters 1000,Outdoor,Clay,Quarterfinals,3,Goffin D.,Djokovic N.,Goffin D.,13,2,2705,7905,3.4,1.33
2017-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Almagro N.,Djokovic N.,2,76,7085,675,1.14,5.5
2017-05-11,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Lopez F.,Djokovic N.,2,38,7085,1045,1.14,5.5
2017-05-13,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Djokovic N.,Nadal R.,5,2,4375,7085,1.44,2.75
2017-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Bedene A.,Djokovic N.,2,55,6845,848,1.11,6.5
2017-05-18,Masters 1000,Outdoor,Clay,3rd Round,3,Bautista Agut R.,Djokovic N.,Djokovic N.,20,2,2110,6845,4.33,1.22
2017-05-20,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Del Potro J.M.,Djokovic N.,2,34,6845,1125,1.44,2.75
2017-05-20,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Thiem D.,Djokovic N.,2,7,6845,4035,1.57,2.37
2017-05-21,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,Zverev A.,Zverev A.,2,17,6845,2300,1.16,5.0
2017-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Granollers M.,Djokovic N.,Djokovic N.,77,2,675,7445,21.0,1.01
2017-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Sousa J.,Djokovic N.,Djokovic N.,59,2,830,7445,21.0,1.01
2017-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Schwartzman D.,Djokovic N.,2,41,7445,1005,1.05,11.0
2017-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Ramos-Vinolas A.,Djokovic N.,2,20,7445,2065,1.1,7.0
2017-06-07,Grand Slam,Outdoor,Clay,Quarterfinals,5,Thiem D.,Djokovic N.,Thiem D.,7,2,4145,7445,2.75,1.44
2017-06-28,ATP250,Outdoor,Grass,2nd Round,3,Pospisil V.,Djokovic N.,Djokovic N.,75,4,671,5805,4.5,1.18
2017-06-29,ATP250,Outdoor,Grass,Quarterfinals,3,Young D.,Djokovic N.,Djokovic N.,47,4,935,5805,7.0,1.1
2017-06-30,ATP250,Outdoor,Grass,Semifinals,3,Medvedev D.,Djokovic N.,Djokovic N.,52,4,864,5805,6.0,1.12
2017-07-01,ATP250,Outdoor,Grass,The Final,3,Monfils G.,Djokovic N.,Djokovic N.,16,4,2545,5805,5.0,1.16
2017-07-06,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Pavlasek A.,Djokovic N.,4,136,6055,415,1.01,26.0
2017-07-08,Grand Slam,Outdoor,Grass,3rd Round,5,Gulbis E.,Djokovic N.,Djokovic N.,589,4,50,6055,9.0,1.07
2017-07-11,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Mannarino A.,Djokovic N.,4,51,6055,896,1.03,15.0
2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Young D.,Djokovic N.,14,63,2335,816,1.07,8.0
2018-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Djokovic N.,Djokovic N.,39,14,1265,2335,4.0,1.25
2018-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Ramos-Vinolas A.,Djokovic N.,Djokovic N.,22,14,1845,2335,8.0,1.08
2018-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Chung H.,Djokovic N.,Chung H.,58,14,857,2335,4.0,1.25
2018-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Daniel T.,Djokovic N.,Daniel T.,109,13,539,2380,7.0,1.1
2018-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Paire B.,Djokovic N.,Paire B.,47,12,1075,2300,4.33,1.2
2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Lajovic D.,Djokovic N.,Djokovic N.,93,13,639,2310,3.5,1.28
2018-04-18,Masters 1000,Outdoor,Clay,2nd Round,3,Coric B.,Djokovic N.,Djokovic N.,39,13,1251,2310,3.0,1.36
2018-04-19,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Thiem D.,Thiem D.,13,7,2310,3665,1.61,2.3
2018-04-25,ATP500,Outdoor,Clay,2nd Round,3,Djokovic N.,Klizan M.,Klizan M.,12,140,2220,396,1.16,5.0
2018-05-07,Masters 1000,Outdoor,Clay,1st Round,3,Nishikori K.,Djokovic N.,Djokovic N.,20,12,1835,2220,2.1,1.66
2018-05-09,Masters 1000,Outdoor,Clay,2nd Round,3,Edmund K.,Djokovic N.,Edmund K.,22,12,1757,2220,3.5,1.28
2018-05-14,Masters 1000,Outdoor,Clay,1st Round,3,Djokovic N.,Dolgopolov O.,Djokovic N.,18,54,1905,966,1.12,6.0
2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Basilashvili N.,Djokovic N.,Djokovic N.,74,18,767,1905,7.0,1.1
2018-05-17,Masters 1000,Outdoor,Clay,3rd Round,3,Ramos-Vinolas A.,Djokovic N.,Djokovic N.,41,18,1180,1905,5.0,1.16
2018-05-18,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nishikori K.,Djokovic N.,Djokovic N.,24,18,1665,1905,2.5,1.53
2018-05-19,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Nadal R.,Nadal R.,18,2,1905,7950,5.0,1.16
2018-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Dutra Silva R.,Djokovic N.,22,134,1665,421,1.06,11.0
2018-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Munar J.,Djokovic N.,22,155,1665,356,1.07,9.0
2018-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Bautista Agut R.,Djokovic N.,22,13,1665,2120,1.16,5.0
2018-06-03,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Verdasco F.,Djokovic N.,22,35,1665,1280,1.22,4.33
2018-06-05,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Cecchinato M.,Cecchinato M.,22,72,1665,806,1.08,9.0
2018-06-19,ATP500,Outdoor,Grass,1st Round,3,Djokovic N.,Millman J.,Djokovic N.,22,63,1665,901,1.12,6.0
2018-06-21,ATP500,Outdoor,Grass,2nd Round,3,Dimitrov G.,Djokovic N.,Djokovic N.,5,22,4870,1665,3.0,1.36
2018-06-22,ATP500,Outdoor,Grass,Quarterfinals,3,Mannarino A.,Djokovic N.,Djokovic N.,26,22,1535,1665,8.0,1.08
2018-06-23,ATP500,Outdoor,Grass,Semifinals,3,Djokovic N.,Chardy J.,Djokovic N.,22,61,1665,910,1.11,6.5
2018-06-24,ATP500,Outdoor,Grass,The Final,3,Djokovic N.,Cilic M.,Cilic M.,22,6,1665,4860,1.66,2.2
2018-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Sandgren T.,Djokovic N.,Djokovic N.,57,21,923,1715,15.0,1.03
2018-07-05,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Zeballos H.,Djokovic N.,21,126,1715,438,1.01,23.0
2018-07-07,Grand Slam,Outdoor,Grass,3rd Round,5,Edmund K.,Djokovic N.,Djokovic N.,17,21,1950,1715,4.0,1.25
2018-07-09,Grand Slam,Outdoor,Grass,4th Round,5,Khachanov K.,Djokovic N.,Djokovic N.,40,21,1130,1715,7.0,1.11
2018-07-11,Grand Slam,Outdoor,Grass,Quarterfinals,5,Nishikori K.,Djokovic N.,Djokovic N.,28,21,1530,1715,6.0,1.12
2018-07-14,Grand Slam,Outdoor,Grass,Semifinals,5,Djokovic N.,Nadal R.,Djokovic N.,21,1,1715,8770,1.9,1.9
2018-07-15,Grand Slam,Outdoor,Grass,The Final,5,Anderson K.,Djokovic N.,Djokovic N.,8,21,3635,1715,5.0,1.16
2018-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Basic M.,Djokovic N.,Djokovic N.,84,10,695,3355,11.0,1.04
2018-08-08,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Polansky P.,Djokovic N.,10,121,3355,468,1.06,10.0
2018-08-09,Masters 1000,Outdoor,Hard,3rd Round,3,Tsitsipas S.,Djokovic N.,Tsitsipas S.,27,10,1534,3355,4.0,1.22
2018-08-14,Masters 1000,Outdoor,Hard,1st Round,3,Djokovic N.,Johnson S.,Djokovic N.,10,33,3445,1235,1.14,5.5
2018-08-15,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Mannarino A.,Djokovic N.,10,28,3445,1410,1.1,7.0
2018-08-17,Masters 1000,Outdoor,Hard,3rd Round,3,Dimitrov G.,Djokovic N.,Djokovic N.,5,10,4700,3445,3.75,1.25
2018-08-17,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Raonic M.,Djokovic N.,10,29,3445,1395,1.36,3.25
2018-08-18,Masters 1000,Outdoor,Hard,Semifinals,3,Cilic M.,Djokovic N.,Djokovic N.,7,10,4085,3445,2.75,1.44
2018-08-19,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Federer R.,Djokovic N.,10,2,3445,6480,2.1,1.72
2018-08-28,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Fucsovics M.,Djokovic N.,6,41,4445,1072,1.02,19.0
2018-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Sandgren T.,Djokovic N.,Djokovic N.,61,6,876,4445,17.0,1.02
2018-09-02,Grand Slam,Outdoor,Hard,3rd Round,5,Gasquet R.,Djokovic N.,Djokovic N.,25,6,1535,4445,9.0,1.08
2018-09-03,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Sousa J.,Djokovic N.,6,68,4445,816,1.02,19.0
2018-09-06,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Millman J.,Djokovic N.,6,55,4445,963,1.06,11.0
2018-09-08,Grand Slam,Outdoor,Hard,Semifinals,5,Nishikori K.,Djokovic N.,Djokovic N.,19,6,1755,4445,5.0,1.16
2018-09-09,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Del Potro J.M.,Djokovic N.,6,3,4445,5500,1.44,2.75
2018-10-09,Masters 1000,Outdoor,Hard,2nd Round,3,Chardy J.,Djokovic N.,Djokovic N.,41,3,1100,6445,8.0,1.08
2018-10-11,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Cecchinato M.,Djokovic N.,3,21,6445,1768,1.05,12.0
2018-10-12,Masters 1000,Outdoor,Hard,Quarterfinals,3,Anderson K.,Djokovic N.,Djokovic N.,8,3,3640,6445,5.0,1.16
2018-10-13,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Zverev A.,Djokovic N.,3,5,6445,4755,1.33,3.4
2018-10-14,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Coric B.,Djokovic N.,3,19,6445,1815,1.12,6.0
2018-10-30,Masters 1000,Indoor,Hard,2nd Round,3,Sousa J.,Djokovic N.,Djokovic N.,48,2,1017,7445,17.0,1.02
2018-11-02,Masters 1000,Indoor,Hard,Quarterfinals,3,Djokovic N.,Cilic M.,Djokovic N.,2,7,7445,4050,1.14,5.5
2018-11-03,Masters 1000,Indoor,Hard,Semifinals,3,Federer R.,Djokovic N.,Djokovic N.,3,2,6260,7445,3.0,1.4
2018-11-04,Masters 1000,Indoor,Hard,The Final,3,Khachanov K.,Djokovic N.,Khachanov K.,18,2,1845,7445,5.0,1.16
2018-11-12,Masters Cup,Indoor,Hard,Round Robin,3,Djokovic N.,Isner J.,Djokovic N.,1,10,8045,3155,1.11,7.0
2018-11-14,Masters Cup,Indoor,Hard,Round Robin,3,Zverev A.,Djokovic N.,Djokovic N.,5,1,5085,8045,5.5,1.14
2018-11-16,Masters Cup,Indoor,Hard,Round Robin,3,Djokovic N.,Cilic M.,Djokovic N.,1,7,8045,4050,1.2,4.5
2018-11-17,Masters Cup,Indoor,Hard,Semifinals,3,Djokovic N.,Anderson K.,Djokovic N.,1,6,8045,4310,1.11,7.0
2018-11-18,Masters Cup,Indoor,Hard,The Final,3,Djokovic N.,Zverev A.,Zverev A.,1,5,8045,5085,1.14,5.5
2019-01-01,ATP250,Outdoor,Hard,1st Round,3,Djokovic N.,Dzumhur D.,Djokovic N.,1,47,9045,985,1.05,11.0
2019-01-02,ATP250,Outdoor,Hard,2nd Round,3,Fucsovics M.,Djokovic N.,Djokovic N.,36,1,1122,9045,13.0,1.04
2019-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Basilashvili N.,Djokovic N.,1,21,9045,1795,1.06,10.0
2019-01-04,ATP250,Outdoor,Hard,Semifinals,3,Djokovic N.,Bautista Agut R.,Bautista Agut R.,1,24,9045,1605,1.16,5.0
2019-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Krueger M.,Djokovic N.,Djokovic N.,230,1,216,9135,29.0,1.005
2019-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Tsonga J.W.,Djokovic N.,1,177,9135,290,1.06,10.0
2019-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Shapovalov D.,Djokovic N.,Djokovic N.,27,1,1440,9135,11.0,1.05
2019-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Medvedev D.,Djokovic N.,1,19,9135,1865,1.11,6.5
2019-01-25,Grand Slam,Outdoor,Hard,Semifinals,5,Pouille L.,Djokovic N.,Djokovic N.,31,1,1245,9135,11.0,1.05
2019-01-27,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Nadal R.,Djokovic N.,1,2,9135,7480,1.74,2.15
2019-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Fratangelo B.,Djokovic N.,1,128,10955,452,1.02,17.0
2019-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Kohlschreiber P.,Kohlschreiber P.,1,39,10955,1160,1.07,9.0
2019-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Tomic B.,Djokovic N.,Djokovic N.,81,1,679,10990,13.0,1.04
2019-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Delbonis F.,Djokovic N.,1,83,10990,676,1.04,13.0
2019-03-26,Masters 1000,Outdoor,Hard,4th Round,3,Bautista Agut R.,Djokovic N.,Bautista Agut R.,25,1,1510,10990,4.5,1.2
2019-04-16,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Kohlschreiber P.,Djokovic N.,1,40,11070,1090,1.16,5.0
2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,Fritz T.,Djokovic N.,Djokovic N.,65,1,810,11070,9.0,1.07
2019-04-19,Masters 1000,Outdoor,Clay,Quarterfinals,3,Medvedev D.,Djokovic N.,Medvedev D.,14,1,2295,11070,4.33,1.22
2019-05-07,Masters 1000,Outdoor,Clay,2nd Round,3,Fritz T.,Djokovic N.,Djokovic N.,57,1,900,11160,7.0,1.1
2019-05-09,Masters 1000,Outdoor,Clay,3rd Round,3,Chardy J.,Djokovic N.,Djokovic N.,47,1,970,11160,8.0,1.08
2019-05-11,Masters 1000,Outdoor,Clay,Semifinals,3,Thiem D.,Djokovic N.,Djokovic N.,5,1,5085,11160,2.0,1.8
2019-05-12,Masters 1000,Outdoor,Clay,The Final,3,Tsitsipas S.,Djokovic N.,Djokovic N.,9,1,3190,11160,3.0,1.4
2019-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Shapovalov D.,Djokovic N.,1,22,12115,1470,1.1,7.0
2019-05-16,Masters 1000,Outdoor,Clay,3rd Round,3,Kohlschreiber P.,Djokovic N.,Djokovic N.,56,1,895,12115,8.0,1.08
2019-05-17,Masters 1000,Outdoor,Clay,Quarterfinals,3,Del Potro J.M.,Djokovic N.,Djokovic N.,9,1,3145,12115,7.0,1.1
2019-05-18,Masters 1000,Outdoor,Clay,Semifinals,3,Schwartzman D.,Djokovic N.,Djokovic N.,24,1,1440,12115,6.5,1.11
2019-05-19,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Djokovic N.,Nadal R.,2,1,7945,12115,1.44,2.75
2019-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Hurkacz H.,Djokovic N.,1,44,12355,1040,1.03,15.0
2019-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Laaksonen H.,Djokovic N.,Djokovic N.,104,1,548,12355,29.0,1.005
2019-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Caruso S.,Djokovic N.,Djokovic N.,147,1,388,12355,29.0,1.005
2019-06-03,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Struff J.L.,Djokovic N.,1,45,12355,1035,1.04,13.0
2019-06-06,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Zverev A.,Djokovic N.,1,5,12355,4360,1.1,7.0
2019-06-08,Grand Slam,Outdoor,Clay,Semifinals,5,Djokovic N.,Thiem D.,Thiem D.,1,4,12355,4685,1.44,2.75
2019-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Kohlschreiber P.,Djokovic N.,Djokovic N.,57,1,885,12415,15.0,1.03
2019-07-03,Grand Slam,Outdoor,Grass,2nd Round,5,Kudla D.,Djokovic N.,Djokovic N.,111,1,520,12415,26.0,1.01
2019-07-05,Grand Slam,Outdoor,Grass,3rd Round,5,Hurkacz H.,Djokovic N.,Djokovic N.,48,1,959,12415,23.0,1.01
2019-07-08,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Humbert U.,Djokovic N.,1,66,12415,822,1.02,17.0
2019-07-10,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,Goffin D.,Djokovic N.,1,23,12415,1510,1.08,8.0
2019-07-12,Grand Slam,Outdoor,Grass,Semifinals,5,Djokovic N.,Bautista Agut R.,Djokovic N.,1,22,12415,1600,1.08,8.0
2019-07-14,Grand Slam,Outdoor,Grass,The Final,5,Djokovic N.,Federer R.,Djokovic N.,1,3,12415,6620,1.55,2.6
2019-08-13,Masters 1000,Outdoor,Hard,2nd Round,3,Querrey S.,Djokovic N.,Djokovic N.,45,1,1035,12325,7.0,1.1
2019-08-16,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Carreno Busta P.,Djokovic N.,1,53,12325,962,1.06,10.0
2019-08-17,Masters 1000,Outdoor,Hard,Quarterfinals,3,Pouille L.,Djokovic N.,Djokovic N.,31,1,1340,12325,13.0,1.04
2019-08-17,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Medvedev D.,Medvedev D.,1,8,12325,3230,1.33,3.4
2019-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Carballes Baena R.,Djokovic N.,Djokovic N.,76,1,787,11685,34.0,1.005
2019-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Londero J.I.,Djokovic N.,Djokovic N.,56,1,970,11685,26.0,1.01
2019-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Kudla D.,Djokovic N.,Djokovic N.,111,1,491,11685,8.0,1.08
2019-10-01,ATP500,Outdoor,Hard,1st Round,3,Popyrin A.,Djokovic N.,Djokovic N.,94,1,596,9865,6.5,1.11
2019-10-02,ATP500,Outdoor,Hard,2nd Round,3,Djokovic N.,Soeda G.,Djokovic N.,1,133,9865,412,1.04,13.0
2019-10-04,ATP500,Outdoor,Hard,Quarterfinals,3,Pouille L.,Djokovic N.,Djokovic N.,24,1,1520,9865,5.5,1.14
2019-10-05,ATP500,Outdoor,Hard,Semifinals,3,Djokovic N.,Goffin D.,Djokovic N.,1,15,9865,2055,1.14,5.5
2019-10-06,ATP500,Outdoor,Hard,The Final,3,Millman J.,Djokovic N.,Djokovic N.,80,1,691,9865,11.0,1.05
2019-10-09,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Shapovalov D.,Djokovic N.,1,36,10365,1220,1.1,7.0
2019-10-10,Masters 1000,Outdoor,Hard,3rd Round,3,Isner J.,Djokovic N.,Djokovic N.,17,1,1895,10365,6.5,1.11
2019-10-11,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Tsitsipas S.,Tsitsipas S.,1,7,10365,3630,1.14,5.5
2019-10-30,Masters 1000,Indoor,Hard,2nd Round,3,Djokovic N.,Moutet C.,Djokovic N.,1,97,9545,584,1.03,15.0
2019-10-31,Masters 1000,Indoor,Hard,3rd Round,3,Edmund K.,Djokovic N.,Djokovic N.,75,1,710,9545,7.0,1.1
2019-11-01,Masters 1000,Indoor,Hard,Quarterfinals,3,Tsitsipas S.,Djokovic N.,Djokovic N.,7,1,3830,9545,3.5,1.3
2019-11-02,Masters 1000,Indoor,Hard,Semifinals,3,Djokovic N.,Dimitrov G.,Djokovic N.,1,27,9545,1477,1.12,6.0
2019-11-03,Masters 1000,Indoor,Hard,The Final,3,Shapovalov D.,Djokovic N.,Djokovic N.,28,1,1460,9545,6.0,1.12
